Disease Name,Symptoms
Oxazepam overdose,"Symptoms of oxazepam overdose include:; Blurred or double vision, rapid side-to-side movement of eyesÂ (nystagmus); Coma (decreased level of consciousness and lack of responsiveness); Confusion; Dizziness; Drowsiness, tiredness, fainting; Nausea; Rash; Slowed or absent breathing; Stupor (decreased level of alertness); Slurred speech; Weakness, uncoordinated movement, staggering gait (ataxia, seen commonly in children)"
Para-aminobenzoic acid,"Symptoms of an allergic reaction to PABA or PABA overdose include:Â; Note: Most PABA reactions are due to allergic reactions, not overdoses.; Diarrhea; Dizziness; Eye irritation if it touches the eyes; Fever; Liver failure; Nausea, vomiting; Rash (in allergic reactions); Shortness of breath; Slowed breathing; Stupor (altered thinking and decreased level of consciousness); Coma (unresponsiveness)"
Pentazocine overdose,"Symptoms may include.; Eyes, ears, nose, and throat:; Heart and blood vessels:; Lungs:; Muscles:; Nervous system:; Skin:; Stomach and intestines:; Pentazocine is a weak opioid. It may cause opioid withdrawal symptoms in people who use it as a substitute for stronger formulations. Symptoms of withdrawal may include:; Hearing loss; Pinpoint pupils; Heart rhythm disturbances; Low blood pressure; Weak pulse; Breathing slow, labored, or shallow; No breathing; Muscle spasticity; Muscle damage from being immobile while in a coma; Coma (lack of responsiveness); Confusion; Drowsiness; Seizures; Cyanosis (blue fingernails or lips); Jaundice (turning yellow); Rash; Nausea, vomiting; Spasms of the stomach or intestines (abdominal cramps); Anxiety and restlessness; Diarrhea; Goose bumps; Rapid heart rate; Vomiting"
Antidiarrheal drug overdose,"Someone who has overdosed on this medicine may have some of these symptoms:; Note: Symptoms may take up to 12 hours to appear.; Apathy (loss of desire to do anything); Slow breathing, or breathing stops; Pounding or racing heartbeat (palpitations); Slowdown or stoppage of the bowels; Coma (decreased level of consciousness, lack of responsiveness); Constipation; Seizures (convulsions); Drowsiness; Dry mucous membranes in the mouth; Eye changes in pupil size (may be small, normal-sized, or large); Eyes move quickly from side to side; Flushed skin; Hallucinations (seeing or hearing things that aren't there); Restlessness; Urination difficulty; Vomiting"
Petroleum jelly overdose,"These symptoms may occur from swallowing a large amount of petroleum jelly:; A large amount of petroleum jelly which gets in the eyes or nose, or is used on the skin, the eyes, nose, or skin may cause irritation of these tissues.; If petroleum jelly is aspirated (enters the breathing tube and lungs), symptoms may be more serious and may include:; Abdominal pain; Coughing; Diarrhea; Irritation of the throat; Shortness of breath; Cough; Difficulty breathing during activity; Chest pain; Coughing up blood; Fever and chills; Night sweats; Weight loss"
Phencyclidine overdose,"Symptoms of PCP overdose include:; People who have used PCP can be dangerous to themselves and others. DO NOT try to approach an agitated person who you think has used PCP.; Agitation (overly excited, violent behavior); Altered state of consciousness; Catatonic trance (person does not talk, move, or react); Coma; Convulsions or seizures; Hallucinations; High blood pressure; Side-to-side eye movementsÂ (nystagmus); Psychosis (loss of contact with reality); Uncontrolled movement; Lack of coordination"
Promethazine overdose,"Bladder and kidneys:; Heart and blood vessels:; Nervous system:; Other:; Urinary hesitancy; Inability to urinate; Rapid heartbeat; Weakness from low blood pressure; Drowsiness orÂ comaÂ (lack of responsiveness); Agitation, nervousness, confusion, excitation, disorientation, hallucinations; Depression; Fever; Unsteadiness; Restlessness, including inability to sit still and involuntary repetitive movements; Seizures; Tremor (unintentional trembling); Dry mouth; Flushed skin; Involuntary tongue movement; Large (dilated) pupils with vision difficulty; Muscle stiffness and spasms in face or neck"
Pheniramine overdose,"Below are symptoms of an overdose of pheniramine in different parts of the body.; BLADDER AND KIDNEYS; EYES, EARS, NOSE, AND THROAT; HEART AND BLOOD VESSELS; NERVOUS SYSTEM; SKIN; STOMACH AND INTESTINES; Inability to urinate; Difficulty urinating; Blurred vision; Dilated (enlarged) pupils; Dry mouth; Ringing in the ears; Rapid heartbeat; Increased blood pressure; Agitation; Coma; Convulsions (seizures); Delirium, hallucinations; Disorientation; Drowsiness; Fever; Nervousness, tremors; Unsteadiness, weakness; Flushed skin; Warm skin; Nausea and vomiting"
Phenobarbital overdose,"Symptoms of a phenobarbital overdose may include:; Blurred or double vision, rapid side-to-side movement of eyes (nystagmus); Coma (decreased level of consciousness and lack of responsiveness); Confusion; Dizziness; Drowsiness, tiredness, fainting; Nausea; Rash; Shock (extremely low blood pressure); Slowed or absent breathing; Stupor (decreased level of alertness); Slurred speech; Weakness, uncoordinated movement, staggering gait (ataxia, seen commonly in children)"
Phenytoin overdose,Symptoms of a phenytoin overdose may include:; Coma; Confusion; Seizures (occasionally); Dizziness; Fever; Low blood pressure; Muscle rigidity or spasms; Sleepiness; Side-to-side eye movement (nystagmus); Slurred speech; Swollen gums; Tremor (unintentional trembling); Unsteadiness
Piroxicam overdose,"Symptoms of a piroxicam overdose may include:; Airways and lungs:; Eyes, ears, nose, and throat:; Nervous system:; Skin:; Stomach and intestines:; Rapid breathing; Slow, labored breathing; Wheezing; Ringing in the ears; Blurred vision; Agitation, confusion, incoherence (not understandable); Collapse; ComaÂ (decreased level of consciousness and lack of responsiveness); Convulsions (seizures); Drowsiness; Headache (severe); Unsteadiness, movement problems; Rash; Diarrhea; Heartburn; Nausea, vomiting; Stomach pain (possible bleeding in the stomach and intestines)"
Propoxyphene overdose,"Symptoms may include:; Eyes, ears, nose, and throat:; Heart and blood vessels:; Lungs:; Muscles:; Nervous system:; Skin:; Stomach and intestines:; Propoxyphene is a weak opioid. It may cause opioid withdrawal symptoms in people who use it as a substitute for stronger formulations. Symptoms of withdrawal may include:; Hearing loss; Pinpoint pupils; Heart rhythm disturbances; Low blood pressure; Weak pulse; Breathing slow, labored, or shallow; No breathing; Muscle spasticity; Muscle damage from being immobile while in a coma; Coma (lack of responsiveness); Confusion; Drowsiness; Seizures; Cyanosis (blue fingernails or lips); Jaundice (turning yellow); Rash; Nausea, vomiting; Spasms of the stomach or intestines (abdominal cramps); Anxiety and restlessness; Diarrhea; Goose bumps; Rapid heart rate; Vomiting"
Propyl alcohol,Symptoms may include:; Abdominal pain; Coma (lack of responsiveness); Decreased or absent reflexes; Difficulty breathing; Dizziness; Headache; Lethargy (tiredness); Low blood pressure (a sign of serious poisoning with increased risk of death); Low urine output; Nausea and vomiting; Slowed or labored breathing; Slurred speech; Stupor (decreased level of alertness and confusion); Uncoordinated movements; Vomiting blood
Calcium carbonate with magnesium overdose,"Symptoms of an overdose of calcium carbonate and magnesium include:; Bone pain (from chronic overuse); Constipation; Decreased reflexes; Diarrhea; Dry mouth; Irregular heartbeat; Poor balance; Shallow, rapid breathing; Skin flushing; Stupor (lack of alertness)"
Aspirin overdose,"Airways and lungs:; Eyes, ears, nose, and throat:; Nervous system:; Skin:; Stomach and intestines:; Symptoms of chronic overdose may include:; Rapid breathing; Slow, labored breathing; Wheezing; Ringing in the ears; Blurred vision; Agitation, confusion, incoherence (not understandable); Collapse; Coma (lack of responsiveness); Seizures; Drowsiness; Headache (severe); Unsteadiness, problems moving; Rash; Diarrhea; Heartburn; Nausea, vomiting (sometimes bloody); Stomach pain (possible bleeding in the stomach and intestines); Fatigue; Slight fever; Confusion; Collapse; Rapid heart beat; Uncontrollable rapid breathing"
Secobarbital overdose,"Symptoms of a secobarbital overdose may include:; Blurred or double vision, rapid side-to-side movement of eyes (nystagmus); Coma (decreased level of consciousness and lack of responsiveness); Confusion; Dizziness; Drowsiness, tiredness, fainting; Muscle and skin damage (discoloration, blisters, ulcers) from lying on a hard surface while stuporous or in a coma; Nausea; Rash or blisters; Shock (extremely low blood pressure); Slowed or absent breathing; Stupor (decreased level of alertness); Slurred speech; Weakness, uncoordinated movement, staggering gait (ataxia, seen commonly in children)"
Doxepin overdose,"Below are symptoms of an overdose of doxepin in different parts of the body:; AIRWAYS AND LUNGS; BLADDER AND KIDNEYS; EYES, EARS, NOSE, AND THROAT; HEART AND BLOOD; MOUTH, STOMACH, AND INTESTINAL TRACT; NERVOUS SYSTEM; SKIN; Slow breathing; Difficulty breathing; Hard to start urinating; Hard to empty bladder; Blurred vision; Ringing in the ears; Irregular heartbeat (may be fatal); Low blood pressure; Shock; Constipation; Dry mouth; Nausea and vomiting; Unpleasant taste in mouth; Agitation, confusion; Drowsiness, decreased alertness, coma; Headache; Muscle rigidity,Â lack of coordination; Restlessness; Seizures; Very sensitive to sunlight"
Sodium bisulfate poisoning,"Symptoms from swallowing more than a tablespoon (15 milliliters) of this acid may include:; If the chemical touches your skin, symptoms may include:; If it gets in your eyes, you may have:; Breathing difficulty; Burning pain in the mouth; Chest pain from burns of the esophagus (swallowing tube); Diarrhea; Drooling; Gaggling sensation; Vomiting, sometimes bloody; Severe low blood pressure (shock) causing weakness; Blisters; Burns; Painful, red skin; Decreased vision; Eye pain; Eye redness and tearing"
Sulindac overdose,"Symptoms of a sulindac overdose may include:; Airways and lungs:; Eyes, ears, nose, and throat:; Nervous system:; Skin:; Stomach and intestines:; Rapid breathing (hyperventilation); Slow, labored breathing; Wheezing; Ringing in the ears; Blurred vision; Agitation, confusion, incoherence (not understandable); DrowsinessÂ or even comaÂ (unresponsiveness); Convulsions; Headache (severe); Unsteadiness, movement problems; Rash; Diarrhea; Heartburn; Nausea, vomiting (sometimes bloody); Stomach or abdominal pain"
Thioridazine overdose,"Below are symptoms of an overdose of thioridazine in different parts of the body.; BLADDER AND KIDNEYS; EYES, EARS, NOSE, AND THROAT; HEART AND BLOOD; LUNGS; MOUTH, STOMACH, AND INTESTINAL TRACT; MUSCLES AND BONES; NERVOUS SYSTEM; OTHER; Cannot completely empty the bladder; Blurred vision; Drooling; Dry mouth; Nasal congestion; Swallowing difficulties; Ulcers in the mouth, on the tongue, or in the throat; Vision color changes (brown tinge); Yellow eyes; Rapid heartbeat; Slow heartbeat; Irregular heartbeat; High or very low blood pressure; Difficulty breathing; Fluid buildup in the lungs; Breathing may stop in severe cases; Constipation; Loss of appetite; Nausea; Muscle spasms; Muscle stiffness; Neck or face stiffness; Drowsiness, coma; Difficulty walking; Dizziness; Fever; Hypothermia (body temperature is lower than normal); Seizures; Tremor; Weakness, lack of coordination; Menstrual changes; Blue discoloration of the skin (changing to a purplish color)"
